id,Name,Description,Status,Author,Folder,Run_status,last run,created at,updated at,Tags,Sub-Component,Component,Level,Comments,Step name,Step description,Step expected_results,Step position
338,Login as moderator,"",Automated,Lia Ismailov,,PASSED,14-Apr-2019  15:19,18-Mar-2019  08:34,25-Mar-2019  09:14,"",Login,Admin Panel,Sanity,"",Login as moderator,"1. Configure user as moderator on a certain spot
2. Login with moderator user","User can see only moderation tab, with all related sub-tabs.
If spot has multiple moderators mode enabled, user will see toggle of moderation mode. Off by default",1
340,Enable CP V2,"",Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:43,05-Apr-2019  07:40,"",Topic Pages,Admin Panel,,"",Enable CP V2,"1)Host panel => topic pages => migration to V2
2)Click enable","1)The stop will be added to the whitelist spots
2)An empty cp v2 will appear for the spot 
3)The button will appear enables and you will o longer will able to click it",1
341,Migrate Conversations to CP V2,"",Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:43,05-Apr-2019  07:40,"",Topic Pages,Admin Panel,,"",Migrate Conversations to CP V2,"1)Do:416
2)Click the ""Sync"" button
3)Wait for it to get to 100%","1)The sync will start
2)When the sync will be over in a able you will see the amount of passed and the failed",1
342,Secondary navigation elements' URL,"When navigating through the secondary navigation items the user should always stay within the scope of the same account (spot ID), unless he decides to intentionally switch the Spot through the spot selector",Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:43,05-Apr-2019  07:40,"",Topic Pages,Admin Panel,,"",Secondary navigation elements' URL,"Login into the host panel V2 
Under topics (primary navigation item - only avail for super admins) click the ‘Sync’ (secondary navigation item)
Click any other item in the secondary navigation element and see that the system displays the data for the same spot ID for which the `sync` tab was loaded for",The URL should be always pointing to the same spot ID and not use a default value,1
343,Usage report,"The Host Panel v2 exposes an endpoint that provides access to usage number which is used as an internal tool at Spot.IM.
We would like to temporary remove the user authentication taking place there since it makes the access to this data rather hard or impossible at times.",Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:43,05-Apr-2019  07:40,"",Topic Pages,Admin Panel,,"",Usage report,1. Visit https://host-panel-v2.spot.im/internal/usage,The page should render and display the expect data,1
344,Enable In Article Recommendation,"",Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:43,05-Apr-2019  07:40,"",Topic Pages,Admin Panel,,"",Enable In Article Recommendation,"1. go to ""topic pages"" -> ""Promoters"" -> ""Article Recommendation Unit""
2. follow UAT tests: https://spotim-jira.atlassian.net/wiki/spaces/Platform/pages/951550349/In+article+widget+v.2#Inarticlewidgetv.2-Acceptancetests","",1
346,Show conversation - Conversation,Testing the conversation pop up from the host panel,Ready,Lia Ismailov,,PASSED,14-Apr-2019  15:20,18-Mar-2019  08:46,24-Mar-2019  20:32,"",Moderation,Admin Panel,Sanity,"",Show conversation - Conversation,"1)Go to the host panel
2)In moderation next to one of the comments click more
3)Choose ""Show Conversation""",A pop up of the conversation will appear and it will be responsive as a regular conversation,1
347,Show Conversation - Live Blog,Testing the live blog pop up from the host panel,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:46,05-Apr-2019  07:40,"",Moderation,Admin Panel,,"",Show Conversation - Live Blog,"1)Go to the moderation of this spot: sp_Yl8sVhVg
2)Find a comment from a live blog(posted in liveblog3)
3)next to the comment click more
3)Choose ""Show Conversation""",A pop up of a live blog will appear and it will be responsive as a regular live blog,1
348,Show Conversation - Reviews,Testing the reviews pop up from the host panel,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:46,05-Apr-2019  07:40,"",Moderation,Admin Panel,,"",Show Conversation - Reviews,"1)Go to the host panel
2)next to a comment from star rating conversation click more
3)Choose ""Show Conversation""",A pop up of the star rating conversation will appear and it will be responsive as a regular conversation,1
350,"Host Panel - Set policy ""strict"" - Default is approve all",Setting the conversation of an article to strict mode - every comment goes through moderation,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:51,05-Apr-2019  07:40,"",Moderation,Admin Panel,,"","Host Panel - Set policy ""strict"" - Default is approve all","1.Navigate to host panel => Moderation
2.Next to a comment click ""more""
3.Choose set conversation moderation to ""strict""
4.Go to conversation of the comment you set the policy to
5.Comment with an external link
6.Comment with an image
7.Comment a regular comment
8.Go to a different article
9. do: 5,6,7","1.The conversation's policy will be changes to strict - means moderate all, every comment will have to pass a moderator.
2.All the comment we commented on the strict article will be under pending in the host panel
3.All the comments from the second article will go to approved",1
351,"Host Panel - Set policy ""Default"" - Default: Approve all",The conversation goes to the default moderation settings,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:51,05-Apr-2019  07:40,"",Moderation,Admin Panel,,"","Host Panel - Set policy ""Default"" - Default: Approve all","1.Navigate to host panel => Moderation
2.Next to a comment click ""more""
3.Choose set conversation moderation to ""Default""
4.Go to conversation of the comment you set the policy to
5.Comment with an external link
6.Comment with an image
7.Comment a regular comment","1.The conversation is back to the default moderation setting
2.The comments in the moderation will be sorted depends on the default policy",1
352,"Conversation - set policy ""strict"" - Default is Publish & Moderate",Setting the conversation to strict mode through the conversation,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:51,05-Apr-2019  07:40,"",Moderation,Admin Panel,,"","Conversation - set policy ""strict"" - Default is Publish & Moderate","1.Go to conversation
2.Login as admin/moderator
3.Click on your Nickname
4.Choose ""Set moderation to `strict`""
5.From Incognito in the same conversation: comment
6.Comment with an image
7.Comment with a URL link
8.Go to a different article
9. do: 5,6,7","1.The conversation's policy will be changes to strict - means moderate all, every comment will have to pass a moderator.
2.All the comment we commented on the strict article will be under pending in the host panel
3.All the comments from the second article will published but will go to pending for moderation",1
353,"Conversation - set policy ""Default"" - Default is Publish & Moderate",The conversation goes to the default moderation settings through the conversation,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:51,05-Apr-2019  07:40,"",Moderation,Admin Panel,,"","Conversation - set policy ""Default"" - Default is Publish & Moderate","1.Go to conversation
2.Login as admin/moderator
3.Click on your Nickname
4.Choose ""Set moderation to default""
5.From Incognito in the same conversation: comment
6.Comment with an image
7.Comment with a URL link","1.The conversation is back to the default moderation setting
2.The comments in the moderation will be sorted depends on the default policy",1
354,"Set policy ""Strict"" - default is: Reject All",Setting the conversation of an article to strict mode - when the mode is already reject all,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:51,05-Apr-2019  07:40,"",Moderation,Admin Panel,,"","Set policy ""Strict"" - default is: Reject All","1.Navigate to host panel => Moderation
2.Next to a comment click ""more""
3.Choose set conversation moderation to ""strict""
4.Go to conversation of the comment you set the policy to
5.Comment with an external link
6.Comment with an image
7.Comment a regular comment
8.Go to a different article
9. do: 5,6,7","1.The Stricter mode will win so the policy will stay reject all
2.All the comments will be rejected",1
355,"Set policy ""Strict"" - Whitelisted user",Setting the conversation of an article to strict mode - and seeing that whitelisted user's comment are still approved,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  08:51,05-Apr-2019  07:40,"",Moderation,Admin Panel,,"","Set policy ""Strict"" - Whitelisted user","1.Navigate to host panel => Moderation
2.Next to a comment click ""more""
3.Choose set conversation moderation to ""strict""
4.Go to conversation of the comment you set the policy to
5.Log in as a whitelisted user
6.Comment with an external link
7.Comment with an image
8.Comment a regular comment
9.Go to a different article
10. do: 6,7,8","1.The conversation's policy will be changes to strict - means moderate all, every comment will have to pass a moderator.
2.All the comment we commented on the strict article will be under approved in the host panel - whitelisted user comments are always approved no matter the spot/article policy
3.All the comments from the second article will go to approved",1
357,Reject - Comment with replies,"Testing the ability to reject a comment with replies.
Reject - is the ability of an admin/moderator to reject an offensive comment.",Ready,Lia Ismailov,,PASSED,04-Apr-2019  12:32,18-Mar-2019  09:00,05-Apr-2019  07:40,"",Moderation,Conversation,,"",Reject - Comment with replies,"1)Go to:https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html
2)Hover over a comment with replies
3)Click on the context menu icon
4)Choose reject","1)The comment will disappear from yours and other users view.
In the host panel the reply will be under the rejected 
section
2)The comment will be seen as a deleted comment because it has replies",1
358,Reject - Comment without a replies,"Testing the ability to reject a comment without replies.
Reject - is the ability of an admin/moderator to reject an offensive comment.",Ready,Lia Ismailov,,PASSED,04-Apr-2019  12:32,18-Mar-2019  09:00,05-Apr-2019  07:40,"",Moderation,Conversation,,"",Reject - Comment without a replies,"1)Go to:https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html
2)Hover over a comment with no replies
3)Click on the context menu icon
4)Choose reject","1)The comment will disappear from yours and other users view.
In the host panel the reply will be under the rejected 
section",1
359,Reject - Replies with no replies,"Testing the ability to reject a reply.
Reject - is the ability of an admin/moderator to reject an offensive reply.",Ready,Lia Ismailov,,PASSED,04-Apr-2019  12:32,18-Mar-2019  09:00,05-Apr-2019  07:40,"",Moderation,Conversation,,"",Reject - Replies with no replies,"1)Go to:https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html
2)Hover over a reply with no replies
3)Click on the context menu icon
4)Choose reject","1)The reply will disappear from yours and other users view.
In the host panel the reply will be under the rejected 
section",1
360,Reject - Reply with replies,"Testing the ability to reject a reply with replies.
Reject - is the ability of an admin/moderator to reject an offensive reply.",Ready,Lia Ismailov,,PASSED,04-Apr-2019  12:32,18-Mar-2019  09:00,05-Apr-2019  07:40,"",Moderation,Conversation,,"",Reject - Reply with replies,"1)Go to:https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html
2)Hover over a reply with  replies
3)Click on the context menu icon
4)Choose reject","1)The comment will disappear from yours and other users view.
In the host panel the reply will be under the rejected 
section
2)The comment will be seen as a deleted reply because it has replies and they need to be displayed in a specific rank.",1
361,Blacklist - registered user,Blacklist is feature that admins have - if a user blacklisted his comments are automatically rejected,Ready,Lia Ismailov,,FAILED,04-Apr-2019  12:33,18-Mar-2019  09:00,05-Apr-2019  07:39,"",Moderation,Conversation,,"",Blacklist - registered user,"1)Go to:https://dynamic-cdn.staging-spot.im/modules/launcher/demos/deferred/conversation-only.html
2)Log in as admin
3)Near a comment click options icon
4) click add to blacklist
5)You will have the option to black list by
  username or ip, choose by username",The user will be added to the blacklist,1
362,Blacklist - guest user,Blacklist is feature that admins have - if a user blacklisted his comments are automatically rejected,Ready,Lia Ismailov,,PASSED,07-Apr-2019  11:16,18-Mar-2019  09:00,05-Apr-2019  07:39,"",Moderation,Conversation,,"",Blacklist - guest user,"1)Go to:https://dynamic-cdn.staging-spot.im/modules/launcher/demos/deferred/conversation-only.html
2)Log in as admin
3)Near a comment click options icon
4) click add user to blacklist
5) click on 'black and delete'","- All the messages from the same user are deleted 
- Go to the host panel and see that the user will be added to the blacklist.
",1
363,Whitelist - registered user,Whitelist is a feature that admins have - if an admin white lists a user hist comments will be automatically approved even if the comment contains forbidden words,Ready,Lia Ismailov,,PASSED,07-Apr-2019  11:16,18-Mar-2019  09:00,05-Apr-2019  07:39,"",Moderation,Conversation,,"",Whitelist - registered user,"1)Go to:https://dynamic-cdn.staging-spot.im/modules/launcher/demos/deferred/conversation-only.html
2)Log in as admin
3)Near a comment click options icon
4) click add to whitelist",The user will be added to the whitelist,1
364,Whitelist - Guest user,Whitelist is a feature that admins have - if an admin white lists a user hist comments will be automatically approved even if the comment contains forbidden words,Ready,Lia Ismailov,,PASSED,07-Apr-2019  11:16,18-Mar-2019  09:00,05-Apr-2019  07:39,"",Moderation,Conversation,,"",Whitelist - Guest user,"1)Go to:https://dynamic-cdn.staging-spot.im/modules/launcher/demos/deferred/conversation-only.html
2)Log in as admin
3)Near a comment click options icon
4) click add to whitelist",1)A guest user will not have the option to be whitelisted in the first place - only registered users can be whitelisted,1
365,View all from user,View all from user - a feature that lest's admin/moderator to see all the comments from the user in the host panel,Ready,Lia Ismailov,,PASSED,07-Apr-2019  11:17,18-Mar-2019  09:00,05-Apr-2019  07:39,"",Moderation,Conversation,,"",View all from user,"1)Go to:https://dynamic-cdn.staging-spot.im/modules/launcher/demos/deferred/conversation-only.html
2)Log in as admin
3)Near a comment click options icon
4)then click ""view all from user""","1)You will be redirected to all comments(in the host panel) and they 
will be filtered by the user the comment belonged 
to under the  moderation's header you will see 
a filter:  from user:(The user the comment belongs to) 
next to it a button ""clear filter""",1
366,View all in dashboard,View all in dashboard - a feature that let's admin/moderator to see all the comments from the conversation in the host panel,Ready,Lia Ismailov,,PASSED,07-Apr-2019  11:15,18-Mar-2019  09:00,05-Apr-2019  07:31,"",Moderation,Conversation,,"",View all in dashboard,"1)Go to:https://dynamic-cdn.staging-spot.im/modules/launcher/demos/deferred/conversation-only.html
2)Log in as admin
3)Near a comment click options icon
4)then click ""view all in dashboard""","You will be redirected to all comments and they 
will be filtered by the conversation the comment belonged 
to under the  moderation's header you will see 
a filter: 
from :(The conversation the comment belongs to) 
next to it a button ""clear filter""",1
368,Live Blog - live,"",Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",General,Live Blog,,"",Live Blog - live,"1)Create a live blog in the hast panel
2)Implement it
3)Go to the live blog","1)The live blog hasn't ended yet so above the conversation the indicator updated will be seen
2)The order will be newest to oldest",1
369,Live Blog - ended,"",Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",General,Live Blog,,"",Live Blog - ended,"1)Do TC577
2)Wait for the live blog to end
2)The order will be oldest to newest",1)Live reporting has ended will appear above the conversation,1
370,Comment as Reporter,"Prerequisites- configure user as reporter, example : admin@armyspy.com/1q2w#E$R",Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",Reporters,Live Blog,,"",Comment as Reporter,"1. As a reporter Comment on the live blog https://preview.c9users.io/borisyuz/staging_env/Manual/liveBlog19h1.html add a comment
2. Add an additional comment","1. Your comment will be added to the live blog
2. Your comment will be added above the 
previous comment
(The live blog while its live 
is newest to oldest)",1
371,Replies as Commenter,"",Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",Reporters,Live Blog,,"",Replies as Commenter,"As a regular commenter, add replies to the 
reporters comments""","A none reporter cannot comment, only reply.
The replies will be added",1
372,Replies as Commenter To Replies,"",Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",Reporters,Live Blog,,"",Replies as Commenter To Replies,Reply to a reply (SayCTRL is as configured in spot settings),"In live blog there is only one indentation so all the
 replies will be in the same line.
The reply will be added under the reply but with
 a reply icon and the name of the user you replied to
 next to your user name",1
373,SayCTRL RTE and Gif in Liveblog,"",Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",Reporters,Live Blog,,"",SayCTRL RTE and Gif in Liveblog,"1. Click on the gif icon, choose a gif.
2. Add an update/reply
3. Click ""post""",The update/reply will ve added with the GIF,1
374,Only for reporter - comment,pre step: add to the overrides liveBlogRichToolbarEnabled: true,Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",Reporters,Live Blog,,"",Only for reporter - comment,"1)As a reporter Comment navigate to live blog https://preview.c9users.io/borisyuz/staging_env/Manual/liveBlog19h1.html 
2)Add a comment in bold and italic","1)The sayCtrl will appear with rich edit tools
2)Your comment bold and italic edited will be added to the live blog",1
375,Only for reporter - reply,pre step: add to the overrides liveBlogRichToolbarEnabled: true,Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",Reporters,Live Blog,,"",Only for reporter - reply,"1)As a reporter Comment navigate to live blog https://preview.c9users.io/borisyuz/staging_env/Manual/liveBlog19h1.html 
2)Add a reply in bold and italic","1)The sayCtrl will appear with rich edit tools
2)Your reply bold and italic edited will be added to the live blog",1
376,Only for reporter - reply to reply,pre step: add to the overrides liveBlogRichToolbarEnabled: true,Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",Reporters,Live Blog,,"",Only for reporter - reply to reply,"1)As a reporter Comment navigate to live blog https://preview.c9users.io/borisyuz/staging_env/Manual/liveBlog19h1.html 
2)Add a reply to reply","1)The sayCtrl will appear with rich edit tools
2)Your comment bold and italic edited will be added to the live blog",1
377,Like a comment,Liking a comment in the conversation,Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",General,Live Blog,,"",Like a comment,"1)Go to: https://preview.c9users.io/borisyuz/staging_env/Manual/liveBlog19h1.html
2)Like a comment",The number of likes to the comment will increase by one,1
378,Dislike a comment,Disliking a comment in the conversation,Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",General,Live Blog,,"",Dislike a comment,"1)Go to: https://preview.c9users.io/borisyuz/staging_env/Manual/liveBlog19h1.html
2)Dislike a comment",The number of dislikes to the comment will increase by one,1
379,Like a reply,Liking a reply in the conversation,Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",General,Live Blog,,"",Like a reply,"1)Go to: https://preview.c9users.io/borisyuz/staging_env/Manual/liveBlog19h1.html
2)Like a reply",The number of likes to the reply will increase by one,1
380,Dislike a reply,Disliking a reply in the conversation,Ready,Lia Ismailov,,PASSED,21-Mar-2019  08:34,18-Mar-2019  09:18,05-Apr-2019  07:39,"",General,Live Blog,,"",Dislike a reply,"1)Go to: https://preview.c9users.io/borisyuz/staging_env/Manual/liveBlog19h1.html
2)Dislike a reply",The number of dislikes to the reply will increase by one,1
383,Reading event is dispatched with is_active_view=false,"When the user doesn't move the mouse, scroll or hit the keyboard in the current reading event's time frame, `is_active_view` should be false",Ready,Lia Ismailov,,FAILED,21-Mar-2019  13:41,18-Mar-2019  09:34,05-Apr-2019  07:38,"",Data,Conversation,,"",Reading event is dispatched with is_active_view=false,"1. Go to a conversation page
2. Scroll to conversation
3. Wait 10 seconds without moving the mouse or hitting the keybaord","Two reading events should be dispatched, first one with `is_active_view=true` and `count=5`, second one with `count=10` and `is_active_view=false`",1
384,Event wil item_type = 'scroll-out' when user scrolls out of conversation,"1. Open a conversation
2. Scroll conversation into view
3. Scroll conversation out of view",Ready,Lia Ismailov,,FAILED,21-Mar-2019  13:42,18-Mar-2019  09:34,15-Apr-2019  13:11,"",Data,Conversation,,"",Event wil item_type = 'scroll-out' when user scrolls out of conversation,A read event with item_type = 'scroll-out' is dispatched,"",1
389,Community Promo| Fox News,"Makes sure after deploy, community promo wasn't regressed",Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  09:57,05-Apr-2019  07:36,"",Traffic Widget,Launcher,production-verification,"",Community Promo| Fox News,"1. Go to https://www.foxnews.com/community/donaldtrump
2. Choose one of the items from the feed
3. Scroll down","1. Community promo appears for Donald Trump community
2. Avatars of users appear in the widget
3. If no one appears to be typing, login in a separate session and refresh the page - typing user should appear after refresh",1
390,Community Promo | Salon,Make sure Salon community promo doesn't regress,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  09:57,05-Apr-2019  07:37,"",Traffic Widget,Launcher,production-verification,"",Community Promo | Salon,"1. Go to https://community.salon.com/innovation
2. Choose an article from the feed and enter it
3. Scroll down",Widget of Innovation appears,1
391,Infinite Scroll - Vocally,Make sure our product loads in this use case,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  09:57,05-Apr-2019  07:38,"",Lazy Load,Launcher,production-verification,"",Infinite Scroll - Vocally,"1. Go to https://vocally.com/lists/things-all-naturalistas-go-through-while-trying-to-grow-out-their-hair
2. Make sure Conversation loads
3. Scroll down","Another conversation loads.
You are able to comment and delete your comment",1
392,Visit id - Conversation to Conversation,"",Automated,Lia Ismailov,,PASSED,26-Mar-2019  13:07,18-Mar-2019  11:58,07-Apr-2019  09:48,"",Data,Me,,"",Visit id - Conversation to Conversation,"1)Go to conversation:https://preview.c9users.io/borisyuz/staging_env/Manual/post2.html
2)Through the recirculation go to another article",1)Th pixels in the first article and in the second article will have the same visit id,1
393,Visit id - Conversation to Community,"",Automated,Lia Ismailov,,N/A,26-Mar-2019  13:09,18-Mar-2019  11:58,07-Apr-2019  09:48,"",Data,Me,,"",Visit id - Conversation to Community,"1)Go to:www.spotim.name/celebritynews/post20.html
2)Then go here:cpv2.spotim.name/gossip",1)The pixels in the conversation and in the community page will have the same visit id,1
394,Visit id - Community to Conversation,"",Automated,Lia Ismailov,,N/A,26-Mar-2019  13:09,18-Mar-2019  11:58,07-Apr-2019  09:46,"",Data,Me,,"",Visit id - Community to Conversation,"1)Go to: cpv2.spotim.name/gossip
3)Choose an article from the trending articles",1)The visit id in the community and in the article will be the same visit id,1
395,Visit id - Leaving the conversation and returning,"",Automated,Lia Ismailov,,PASSED,26-Mar-2019  13:11,18-Mar-2019  11:58,07-Apr-2019  10:19,"",Data,Me,,"",Visit id - Leaving the conversation and returning,"1)Go to:https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html
2)Leave the spot for foxnews.com
3)Return to: https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html before the minutes duration is up",1)The visit id from the first visit and the second visit will be the same because the 30 minute duration is not over yet,1
396,Visit id - 31 minutes - No activity,"",Ready,Lia Ismailov,,N/A,26-Mar-2019  13:11,18-Mar-2019  11:58,05-Apr-2019  07:35,"",visit id,Me,,"",Visit id - 31 minutes - No activity,"1) Go to a conversation https://preview.c9users.io/borisyuz/staging_env/Manual/post2.html
2) Don't show activity for 30 minutes
3) Go to another conversation",1)The visit id in the new conversation will chnage and the duration will reset,1
397,Visit id - 35 minutes - With activity,"",Ready,Lia Ismailov,,N/A,26-Mar-2019  13:11,18-Mar-2019  11:58,05-Apr-2019  07:35,"",visit id,Me,,"",Visit id - 35 minutes - With activity,"1)Go to a conversation https://preview.c9users.io/borisyuz/staging_env/Manual/post2.html
2)Be active on the conversation for 30 minutes
3)Go to another conversation",1)The visit id will be the same visit id for every event and the duration will update,1
398,Duration,"",Automated,Lia Ismailov,,PASSED,26-Mar-2019  13:13,18-Mar-2019  11:58,03-Apr-2019  08:43,"",visit id,Me,,"",Duration,"1) Go to a conversation:https://preview.c9users.io/borisyuz/staging_env/Manual/post2.html
2) Scroll to conversation and wait for everything to load
3) From the last pixel wait 3 minutes and click on the editor","1)The viewed/loaded pixels will have duration field
2) Editor focused will show duration 3 minutes since the last pixel.
3) Both of the pixels will have the same visit id

Note:
The duration time is in seconds and with each event it will show the duration from the session creation time.
There is a throttling of 10 seconds between each update of the duration.",1
399,Annotations - Host panel - one article,Testing annotation on only one article,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  12:59,05-Apr-2019  07:35,"",Annotations,Launcher,,"",Annotations - Host panel - one article,"1)Go to the host panel 
2)Settings => system admin
3)In the host options add this code

SPOTIM_OPTIONS = {
	annotations: {
		valid_urls: ['https://preview.c9users.io/borisyuz/staging_env/features/community-promo-up.html'],
		selector: 'p',
		linkClassName: 'test-class-name'
	}
}

4)Click save options
5)Go to https://preview.c9users.io/borisyuz/staging_env/features/community-promo-up.html
6)Go to https://preview.c9users.io/borisyuz/staging_env/features/community-promo2.html","1)In the first link the annotation will appear
2)In the second link the annotation will not appear",1
400,Annotations - Host panel - two articles,Testing annotation on only two articles,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  12:59,05-Apr-2019  07:35,"",Annotations,Launcher,,"",Annotations - Host panel - two articles,"1)Go to the host panel 
2)Settings => system admin
3)In the host options add this code

SPOTIM_OPTIONS = {
annotations: {
valid_urls: ['https://preview.c9users.io/borisyuz/staging_env/features/community-promo-up.html','https://preview.c9users.io/borisyuz/staging_env/features/community-promo2.html'],
selector: 'p',
linkClassName: 'test-class-name'
}
}

4)Click save options
5)Go to https://preview.c9users.io/borisyuz/staging_env/features/community-promo-up.html
6)Go to https://preview.c9users.io/borisyuz/staging_env/features/community-promo2.html",In the first article the annotation will appear and in the second one,1
401,Annotations - Host panel - All spot,Testing if annotation work on all the spots articles,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  12:59,05-Apr-2019  07:35,"",Annotations,Launcher,,"",Annotations - Host panel - All spot,"1)Go to the host panel 
2)Settings => system admin
3)In the host options add this code

SPOTIM_OPTIONS = {
annotations: {
valid_urls: '*',
selector: 'p',
linkClassName: 'test-class-name'
}
}

4)Click save options
5)Go to https://preview.c9users.io/borisyuz/staging_env/features/community-promo.html",The annotation will appear in the article.,1
402,Annotations - Conversation - one word community title,Testing the annotation feature,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  12:59,05-Apr-2019  07:35,"",Annotations,Launcher,,"",Annotations - Conversation - one word community title,"1)Configure annotation to spot:sp_31F4ZGB4
2)Go to:https://preview.c9users.io/borisyuz/staging_env/features/community-promo-up.html
3)Click on the word","1)In the article the word ""comics"" will be annotation
2)You will be redirected to the community page
3)you will see loaded annotations pixel
4)You will see annotation viewed pixel 
5)When you hover - hover pixel will be sent
6)after you clicked - clicked annotation pixel will be sent",1
403,Annotations - Conversation - two word community title,Testing if two words can be annotationed,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  12:59,05-Apr-2019  07:35,"",Annotations,Launcher,,"",Annotations - Conversation - two word community title,"1)Configure annotation to spot:sp_3kHMnVx6
2)Go to:https://preview.c9users.io/borisyuz/newfeed/SecondGroup/conversation100.html",3)The word politics satan is supposed to be annotationed,1
404,Annotations - Conversation - the first word is taken,Testing if the first word is a link,Ready,Lia Ismailov,,NO RUN,"",18-Mar-2019  12:59,05-Apr-2019  07:35,"",Annotations,Launcher,,"",Annotations - Conversation - the first word is taken,"pre step: Have a page that the first word is already taken(f.e:https://preview.c9users.io/borisyuz/staging_env/features/community-promo.html)
1)Do TC146",The seconds word comics will be annotation because the first one is a link,1
405,Badges - Admin,"",Ready,Lia Ismailov,,PASSED,31-Mar-2019  13:18,18-Mar-2019  13:11,05-Apr-2019  07:35,"",User Roles,Customized Conversation,,"",Badges - Admin,"1)Go to the publisher's site
2)Log in in the conversation as admin
3)Post a comment","1)Next to the user name a badge will appear ""Staff member""
2)The user's avatar will be the publisher's avatar",1
406,Badges - Moderator,"",Ready,Lia Ismailov,,PASSED,31-Mar-2019  13:23,18-Mar-2019  13:11,05-Apr-2019  07:35,"",User Roles,Customized Conversation,,"",Badges - Moderator,"1)Go to the publisher's site
2)Log in in the conversation as moderator
3)Post a comment","1)Next to the user name a badge will appear ""Staff member""
2)The user's avatar will be the publisher's avatar",1
407,Badges - Journalist,"",Ready,Lia Ismailov,,FAILED,31-Mar-2019  13:25,18-Mar-2019  13:11,05-Apr-2019  07:35,"",User Roles,Customized Conversation,,"",Badges - Journalist,"1)Go to the publisher's site
2)Log in in the conversation as journalist
3)Post a comment","1)Next to the user name a badge will appear ""Staff member""
2)The user's avatar will be the publisher's avatar",1
408,Bozo - enabled,"",Ready,Lia Ismailov,,PASSED,31-Mar-2019  13:31,18-Mar-2019  13:11,05-Apr-2019  07:35,"",Moderation,Customized Conversation,,"",Bozo - enabled,"Pre Step: In the host panel enable Bozo
1)Go to the publisher's site
2)Choose a conversation
3)Add a comment with a restricted word","1)The user will see the comment added like any other comment
2)In the host panel the comment will go to pending/rejected",1
409,Bozo - Disabled,"",Ready,Lia Ismailov,,PASSED,31-Mar-2019  13:32,18-Mar-2019  13:11,05-Apr-2019  07:35,"",Moderation,Customized Conversation,,"",Bozo - Disabled,"Pre Step: In the host panel disable Bozo
1)Go to the publisher's site
2)Choose a conversation
3)Add a comment with a restricted word",1)The comment will appear greyed and the badge pending approval will appear,1
